id	year	cty	hexp_gdp	hexp_ppp
5	1983	"Chile"		
5	1984	"Chile"		
5	1985	"Chile"		
5	1986	"Chile"		
5	1987	"Chile"		
5	1988	"Chile"		
5	1989	"Chile"		
5	1990	"Chile"		
5	1991	"Chile"		
5	1992	"Chile"		
5	1993	"Chile"		
5	1994	"Chile"		
5	1995	"Chile"	5.3	398
5	1996	"Chile"	5.8	467
5	1997	"Chile"	5.9	510
5	1998	"Chile"	6.4	568
5	1999	"Chile"	6.6	581
5	2000	"Chile"	6.6	615
5	2001	"Chile"	6.8	656
5	2002	"Chile"	6.7	671
5	2003	"Chile"	7.5	781
5	2004	"Chile"	7.1	798
5	2005	"Chile"	6.9	843
5	2006	"Chile"	6.6	863
5	2007	"Chile"	6.9	959
5	2008	"Chile"	7.5	1092
5	2009	"Chile"	8.4	1186
5	2010	"Chile"		
6	1960	"Czech Republic"		
6	1961	"Czech Republic"		
6	1962	"Czech Republic"		
6	1963	"Czech Republic"		
6	1964	"Czech Republic"		
6	1965	"Czech Republic"		
6	1966	"Czech Republic"		
6	1967	"Czech Republic"		
6	1968	"Czech Republic"		
6	1969	"Czech Republic"		
6	1970	"Czech Republic"		
6	1971	"Czech Republic"		
6	1972	"Czech Republic"		
6	1973	"Czech Republic"		
6	1974	"Czech Republic"		
6	1975	"Czech Republic"		
6	1976	"Czech Republic"		
6	1977	"Czech Republic"		
6	1978	"Czech Republic"		
6	1979	"Czech Republic"		
6	1980	"Czech Republic"		
6	1981	"Czech Republic"		
6	1982	"Czech Republic"		
6	1983	"Czech Republic"		
6	1984	"Czech Republic"		
6	1985	"Czech Republic"		
6	1986	"Czech Republic"		
6	1987	"Czech Republic"		
6	1988	"Czech Republic"		
6	1989	"Czech Republic"		
6	1990	"Czech Republic"	4.7	558
6	1991	"Czech Republic"	4.9	539
6	1992	"Czech Republic"	5.1	567
6	1993	"Czech Republic"	6.7	765
6	1994	"Czech Republic"	6.9	815
6	1995	"Czech Republic"	7	897
6	1996	"Czech Republic"	6.7	915
6	1997	"Czech Republic"	6.7	921
6	1998	"Czech Republic"	6.6	925
6	1999	"Czech Republic"	6.6	938
6	2000	"Czech Republic"	6.5	981
6	2001	"Czech Republic"	6.7	1081
6	2002	"Czech Republic"	7.1	1195
6	2003	"Czech Republic"	7.4	1338
6	2004	"Czech Republic"	7.2	1387
6	2005	"Czech Republic"	7.2	1475
6	2006	"Czech Republic"	7	1556
6	2007	"Czech Republic"	6.8	1661
6	2008	"Czech Republic"	7.1	1839
6	2009	"Czech Republic"	8.2	2108
6	2010	"Czech Republic"		
7	1960	"Denmark"		
7	1961	"Denmark"		
7	1962	"Denmark"		
7	1963	"Denmark"		
7	1964	"Denmark"		
7	1965	"Denmark"		
7	1966	"Denmark"		
7	1967	"Denmark"		
7	1968	"Denmark"		
7	1969	"Denmark"		
7	1970	"Denmark"		
7	1971	"Denmark"	7.9	359
7	1972	"Denmark"	8	392
7	1973	"Denmark"	7.8	415
7	1974	"Denmark"	8.5	488
7	1975	"Denmark"	8.7	541
7	1976	"Denmark"	8.6	597
7	1977	"Denmark"	8.4	631
7	1978	"Denmark"	8.5	697
7	1979	"Denmark"	8.6	792
7	1980	"Denmark"	8.9	893
7	1981	"Denmark"	9.2	990
7	1982	"Denmark"	9.2	1091
7	1983	"Denmark"	8.9	1130
7	1984	"Denmark"	8.5	1164
7	1985	"Denmark"	8.5	1251
7	1986	"Denmark"	8.2	1288
7	1987	"Denmark"	8.5	1378
7	1988	"Denmark"	8.6	1449
7	1989	"Denmark"	8.5	1482
7	1990	"Denmark"	8.3	1540
7	1991	"Denmark"	8.2	1588
7	1992	"Denmark"	8.3	1663
7	1993	"Denmark"	8.6	1768
7	1994	"Denmark"	8.4	1853
7	1995	"Denmark"	8.1	1869
7	1996	"Denmark"	8.2	1975
7	1997	"Denmark"	8.2	2059
7	1998	"Denmark"	8.2	2133
7	1999	"Denmark"	9	2412
7	2000	"Denmark"	8.7	2508
7	2001	"Denmark"	9.1	2680
7	2002	"Denmark"	9.3	2871
7	2003	"Denmark"	9.5	2895
7	2004	"Denmark"	9.7	3126
7	2005	"Denmark"	9.8	3245
7	2006	"Denmark"	9.9	3577
7	2007	"Denmark"	10	3770
7	2008	"Denmark"	10.3	4052
7	2009	"Denmark"	11.5	4348
7	2010	"Denmark"		
8	1960	"Estonia"		
8	1961	"Estonia"		
8	1962	"Estonia"		
8	1963	"Estonia"		
8	1964	"Estonia"		
8	1965	"Estonia"		
8	1966	"Estonia"		
8	1967	"Estonia"		
8	1968	"Estonia"		
8	1969	"Estonia"		
8	1970	"Estonia"		
8	1971	"Estonia"		
8	1972	"Estonia"		
8	1973	"Estonia"		
8	1974	"Estonia"		
8	1975	"Estonia"		
8	1976	"Estonia"		
8	1977	"Estonia"		
8	1978	"Estonia"		
8	1979	"Estonia"		
8	1980	"Estonia"		
8	1981	"Estonia"		
8	1982	"Estonia"		
8	1983	"Estonia"		
8	1984	"Estonia"		
8	1985	"Estonia"		
8	1986	"Estonia"		
8	1987	"Estonia"		
8	1988	"Estonia"		
8	1989	"Estonia"		
8	1990	"Estonia"		
8	1991	"Estonia"		
8	1992	"Estonia"		
8	1993	"Estonia"		
8	1994	"Estonia"		
8	1995	"Estonia"		
8	1996	"Estonia"		
8	1997	"Estonia"		
8	1998	"Estonia"		
8	1999	"Estonia"	5.9	513
8	2000	"Estonia"	5.3	522
8	2001	"Estonia"	4.9	521
8	2002	"Estonia"	4.8	582
8	2003	"Estonia"	5	669
8	2004	"Estonia"	5.1	759
8	2005	"Estonia"	5	831
8	2006	"Estonia"	5	960
8	2007	"Estonia"	5.2	1113
8	2008	"Estonia"	6.1	1331
8	2009	"Estonia"	7	1393
8	2010	"Estonia"		
9	1960	"Finland"	3.8	63
9	1961	"Finland"	3.8	68
9	1962	"Finland"	4	75
9	1963	"Finland"	4.2	81
9	1964	"Finland"	4.4	91
9	1965	"Finland"	4.8	107
9	1966	"Finland"	5	118
9	1967	"Finland"	5.5	134
9	1968	"Finland"	5.7	150
9	1969	"Finland"	5.7	171
9	1970	"Finland"	5.5	184
9	1971	"Finland"	5.7	203
9	1972	"Finland"	5.8	232
9	1973	"Finland"	5.7	255
9	1974	"Finland"	5.6	283
9	1975	"Finland"	6.2	344
9	1976	"Finland"	6.5	381
9	1977	"Finland"	6.7	418
9	1978	"Finland"	6.6	451
9	1979	"Finland"	6.4	505
9	1980	"Finland"	6.3	569
9	1981	"Finland"	6.5	644
9	1982	"Finland"	6.6	714
9	1983	"Finland"	6.7	774
9	1984	"Finland"	6.7	826
9	1985	"Finland"	7.1	921
9	1986	"Finland"	7.2	974
9	1987	"Finland"	7.3	1055
9	1988	"Finland"	7.1	1112
9	1989	"Finland"	7.2	1219
9	1990	"Finland"	7.7	1363
9	1991	"Finland"	8.8	1500
9	1992	"Finland"	9	1505
9	1993	"Finland"	8.2	1390
9	1994	"Finland"	7.7	1369
9	1995	"Finland"	7.9	1475
9	1996	"Finland"	8	1547
9	1997	"Finland"	7.7	1616
9	1998	"Finland"	7.4	1659
9	1999	"Finland"	7.4	1741
9	2000	"Finland"	7.2	1853
9	2001	"Finland"	7.4	1970
9	2002	"Finland"	7.8	2150
9	2003	"Finland"	8.2	2251
9	2004	"Finland"	8.2	2452
9	2005	"Finland"	8.4	2589
9	2006	"Finland"	8.4	2764
9	2007	"Finland"	8.1	2910
9	2008	"Finland"	8.4	3158
9	2009	"Finland"	9.2	3226
9	2010	"Finland"	8.9	3282
10	1960	"France"	3.8	69
10	1961	"France"		
10	1962	"France"		
10	1963	"France"		
10	1964	"France"		
10	1965	"France"	4.7	117
10	1966	"France"		
10	1967	"France"		
10	1968	"France"		
10	1969	"France"		
10	1970	"France"	5.4	193
10	1971	"France"		
10	1972	"France"		
10	1973	"France"		
10	1974	"France"		
10	1975	"France"	6.4	367
10	1976	"France"		
10	1977	"France"		
10	1978	"France"		
10	1979	"France"		
10	1980	"France"	7	666
10	1981	"France"		
10	1982	"France"		
10	1983	"France"		
10	1984	"France"		
10	1985	"France"	8	1031
10	1986	"France"		
10	1987	"France"		
10	1988	"France"		
10	1989	"France"		
10	1990	"France"	8.4	1445
10	1991	"France"	8.6	1553
10	1992	"France"	8.9	1650
10	1993	"France"	9.3	1750
10	1994	"France"	9.3	1810
10	1995	"France"	10.4	2100
10	1996	"France"	10.4	2161
10	1997	"France"	10.2	2228
10	1998	"France"	10.1	2313
10	1999	"France"	10.1	2404
10	2000	"France"	10.1	2553
10	2001	"France"	10.2	2726
10	2002	"France"	10.5	2931
10	2003	"France"	10.9	2991
10	2004	"France"	11	3122
10	2005	"France"	11.1	3306
10	2006	"France"	11	3493
10	2007	"France"	11	3679
10	2008	"France"	11.1	3809
10	2009	"France"	11.8	3978
10	2010	"France"		
11	1960	"Germany"		
11	1961	"Germany"		
11	1962	"Germany"		
11	1963	"Germany"		
11	1964	"Germany"		
11	1965	"Germany"		
11	1966	"Germany"		
11	1967	"Germany"		
11	1968	"Germany"		
11	1969	"Germany"		
11	1970	"Germany"	6	268
11	1971	"Germany"	6.5	310
11	1972	"Germany"	6.8	352
11	1973	"Germany"	7.2	407
11	1974	"Germany"	7.7	481
11	1975	"Germany"	8.4	569
11	1976	"Germany"	8.4	635
11	1977	"Germany"	8.3	691
11	1978	"Germany"	8.4	773
11	1979	"Germany"	8.2	853
11	1980	"Germany"	8.4	967
11	1981	"Germany"	8.7	1096
11	1982	"Germany"	8.6	1143
11	1983	"Germany"	8.6	1207
11	1984	"Germany"	8.6	1305
11	1985	"Germany"	8.8	1403
11	1986	"Germany"	8.7	1448
11	1987	"Germany"	8.8	1529
11	1988	"Germany"	8.9	1662
11	1989	"Germany"	8.3	1655
11	1990	"Germany"	8.3	1764
11	1991	"Germany"		
11	1992	"Germany"	9.6	1977
11	1993	"Germany"	9.6	1990
11	1994	"Germany"	9.8	2123
11	1995	"Germany"	10.1	2267
11	1996	"Germany"	10.4	2392
11	1997	"Germany"	10.2	2410
11	1998	"Germany"	10.2	2480
11	1999	"Germany"	10.3	2581
11	2000	"Germany"	10.3	2669
11	2001	"Germany"	10.4	2797
11	2002	"Germany"	10.6	2934
11	2003	"Germany"	10.8	3097
11	2004	"Germany"	10.6	3170
11	2005	"Germany"	10.7	3364
11	2006	"Germany"	10.6	3565
11	2007	"Germany"	10.5	3724
11	2008	"Germany"	10.7	3963
11	2009	"Germany"	11.6	4218
11	2010	"Germany"		
12	1960	"Greece"		
12	1961	"Greece"		
12	1962	"Greece"		
12	1963	"Greece"		
12	1964	"Greece"		
12	1965	"Greece"		
12	1966	"Greece"		
12	1967	"Greece"		
12	1968	"Greece"		
12	1969	"Greece"		
12	1970	"Greece"	5.40299	160
12	1971	"Greece"		
12	1972	"Greece"		
12	1973	"Greece"		
12	1974	"Greece"		
12	1975	"Greece"		
12	1976	"Greece"		
12	1977	"Greece"		
12	1978	"Greece"		
12	1979	"Greece"		
12	1980	"Greece"	5.9	489
12	1981	"Greece"		
12	1982	"Greece"		
12	1983	"Greece"		
12	1984	"Greece"		
12	1985	"Greece"		
12	1986	"Greece"		
12	1987	"Greece"	6.60453	711
12	1988	"Greece"	5.9	686
12	1989	"Greece"	6.5	809
12	1990	"Greece"	6.6	845
12	1991	"Greece"	6.4	872
12	1992	"Greece"	7	972
12	1993	"Greece"	7.9	1083
12	1994	"Greece"	8.6	1224
12	1995	"Greece"	8.6	1261
12	1996	"Greece"	8.6	1298
12	1997	"Greece"	8.4	1354
12	1998	"Greece"	8.4	1382
12	1999	"Greece"	8.6	1468
12	2000	"Greece"	7.9	1451
12	2001	"Greece"	8.8	1755
12	2002	"Greece"	9.1	1965
12	2003	"Greece"	8.9	2028
12	2004	"Greece"	8.7	2091
12	2005	"Greece"	9.6	2352
12	2006	"Greece"	9.6	2608
12	2007	"Greece"	9.6	2724
12	2008	"Greece"		
12	2009	"Greece"		
12	2010	"Greece"		
13	1960	"Hungary"		
13	1961	"Hungary"		
13	1962	"Hungary"		
13	1963	"Hungary"		
13	1964	"Hungary"		
13	1965	"Hungary"		
13	1966	"Hungary"		
13	1967	"Hungary"		
13	1968	"Hungary"		
13	1969	"Hungary"		
13	1970	"Hungary"		
13	1971	"Hungary"		
13	1972	"Hungary"		
13	1973	"Hungary"		
13	1974	"Hungary"		
13	1975	"Hungary"		
13	1976	"Hungary"		
13	1977	"Hungary"		
13	1978	"Hungary"		
13	1979	"Hungary"		
13	1980	"Hungary"		
13	1981	"Hungary"		
13	1982	"Hungary"		
13	1983	"Hungary"		
13	1984	"Hungary"		
13	1985	"Hungary"		
13	1986	"Hungary"		
13	1987	"Hungary"		
13	1988	"Hungary"		
13	1989	"Hungary"		
13	1990	"Hungary"		
13	1991	"Hungary"	7	576
13	1992	"Hungary"	7.6	614
13	1993	"Hungary"	7.6	627
13	1994	"Hungary"	8.1	707
13	1995	"Hungary"	7.3	658
13	1996	"Hungary"	7	658
13	1997	"Hungary"	6.7	678
13	1998	"Hungary"	7.1	763
13	1999	"Hungary"	7.2	810
13	2000	"Hungary"	7	853
13	2001	"Hungary"	7.1	970
13	2002	"Hungary"	7.5	1114
13	2003	"Hungary"	8.3	1283
13	2004	"Hungary"	8	1305
13	2005	"Hungary"	8.3	1411
13	2006	"Hungary"	8.1	1486
13	2007	"Hungary"	7.5	1433
13	2008	"Hungary"	7.2	1495
13	2009	"Hungary"	7.4	1511
13	2010	"Hungary"		
14	1960	"Iceland"	3	57
14	1961	"Iceland"	3	58
14	1962	"Iceland"	3.3	67
14	1963	"Iceland"	3.3	75
14	1964	"Iceland"	3.5	87
14	1965	"Iceland"	3.5	94
14	1966	"Iceland"	3.6	107
14	1967	"Iceland"	3.9	118
14	1968	"Iceland"	5.4	159
14	1969	"Iceland"	4.6	143
14	1970	"Iceland"	4.7	175
14	1971	"Iceland"	5.2	224
14	1972	"Iceland"	5.1	240
14	1973	"Iceland"	4.6	244
14	1974	"Iceland"	5.3	317
14	1975	"Iceland"	5.7	373
14	1976	"Iceland"	5.4	388
14	1977	"Iceland"	5.3	441
14	1978	"Iceland"	5.7	534
14	1979	"Iceland"	6.5	680
14	1980	"Iceland"	6.3	752
14	1981	"Iceland"	6.5	877
14	1982	"Iceland"	6.8	979
14	1983	"Iceland"	7.4	1068
14	1984	"Iceland"	6.9	1065
14	1985	"Iceland"	7.2	1178
14	1986	"Iceland"	7.7	1357
14	1987	"Iceland"	7.8	1533
14	1988	"Iceland"	8.4	1668
14	1989	"Iceland"	8.2	1677
14	1990	"Iceland"	7.8	1662
14	1991	"Iceland"	8	1745
14	1992	"Iceland"	8.2	1734
14	1993	"Iceland"	8.3	1798
14	1994	"Iceland"	8.1	1842
14	1995	"Iceland"	8.2	1905
14	1996	"Iceland"	8.2	1973
14	1997	"Iceland"	8.1	2113
14	1998	"Iceland"	8.9	2478
14	1999	"Iceland"	9.6	2756
14	2000	"Iceland"	9.5	2740
14	2001	"Iceland"	9.3	2844
14	2002	"Iceland"	10.2	3156
14	2003	"Iceland"	10.4	3194
14	2004	"Iceland"	9.9	3334
14	2005	"Iceland"	9.4	3304
14	2006	"Iceland"	9.1	3193
14	2007	"Iceland"	9.1	3320
14	2008	"Iceland"	9.1	3571
14	2009	"Iceland"	9.7	3538
14	2010	"Iceland"	9.3	3366
15	1960	"Ireland"	3.7	43
15	1961	"Ireland"	3.5	44
15	1962	"Ireland"	3.8	49
15	1963	"Ireland"	3.8	53
15	1964	"Ireland"	3.8	55
15	1965	"Ireland"	4	61
15	1966	"Ireland"	4.5	71
15	1967	"Ireland"	4.8	83
15	1968	"Ireland"	4.6	89
15	1969	"Ireland"	4.8	103
15	1970	"Ireland"	5.1	116
15	1971	"Ireland"	6	148
15	1972	"Ireland"	6.1	164
15	1973	"Ireland"	6.2	182
15	1974	"Ireland"	6.7	220
15	1975	"Ireland"	7.3	274
15	1976	"Ireland"	7.2	285
15	1977	"Ireland"	6.9	309
15	1978	"Ireland"	7.3	372
15	1979	"Ireland"	7.5	417
15	1980	"Ireland"	8.2	511
15	1981	"Ireland"	7.9	544
15	1982	"Ireland"	7.6	564
15	1983	"Ireland"	7.7	587
15	1984	"Ireland"	7.4	610
15	1985	"Ireland"	7.5	654
15	1986	"Ireland"	7.4	653
15	1987	"Ireland"	7.1	677
15	1988	"Ireland"	6.7	700
15	1989	"Ireland"	6.3	725
15	1990	"Ireland"	6.1	788
15	1991	"Ireland"	6.5	884
15	1992	"Ireland"	7	1006
15	1993	"Ireland"	6.9	1034
15	1994	"Ireland"	6.9	1115
15	1995	"Ireland"	6.6	1190
15	1996	"Ireland"	6.5	1273
15	1997	"Ireland"	6.3	1375
15	1998	"Ireland"	6.2	1480
15	1999	"Ireland"	6.1	1578
15	2000	"Ireland"	6.1	1768
15	2001	"Ireland"	6.7	2069
15	2002	"Ireland"	7.1	2344
15	2003	"Ireland"	7.4	2550
15	2004	"Ireland"	7.6	2777
15	2005	"Ireland"	7.6	2959
15	2006	"Ireland"	7.5	3200
15	2007	"Ireland"	7.7	3494
15	2008	"Ireland"	8.8	3784
15	2009	"Ireland"	9.5	3781
15	2010	"Ireland"		
16	1960	"Israel"		
16	1961	"Israel"		
16	1962	"Israel"		
16	1963	"Israel"		
16	1964	"Israel"		
16	1965	"Israel"		
16	1966	"Israel"		
16	1967	"Israel"		
16	1968	"Israel"		
16	1969	"Israel"		
16	1970	"Israel"		
16	1971	"Israel"		
16	1972	"Israel"		
16	1973	"Israel"		
16	1974	"Israel"		
16	1975	"Israel"	5.5	
16	1976	"Israel"	6	
16	1977	"Israel"	6.7	
16	1978	"Israel"	7.4	
16	1979	"Israel"	7.8	
16	1980	"Israel"	7.7	
16	1981	"Israel"	7.5	
16	1982	"Israel"	7.6	
16	1983	"Israel"	8.1	
16	1984	"Israel"	9.8	
16	1985	"Israel"	7.2	
16	1986	"Israel"	6.6	
16	1987	"Israel"	6.9	
16	1988	"Israel"	7.1	
16	1989	"Israel"	7.6	
16	1990	"Israel"	7.1	
16	1991	"Israel"	6.8	
16	1992	"Israel"	7	
16	1993	"Israel"	7.3	
16	1994	"Israel"	7.8	1383
16	1995	"Israel"	7.6	1436
16	1996	"Israel"	7.7	1523
16	1997	"Israel"	7.9	1606
16	1998	"Israel"	7.8	1623
16	1999	"Israel"	7.5	1606
16	2000	"Israel"	7.5	1766
16	2001	"Israel"	8	1882
16	2002	"Israel"	7.9	1870
16	2003	"Israel"	7.9	1750
16	2004	"Israel"	7.8	1835
16	2005	"Israel"	7.8	1829
16	2006	"Israel"	7.6	1897
16	2007	"Israel"	7.6	2012
16	2008	"Israel"	7.7	2142
16	2009	"Israel"	7.9	2164
16	2010	"Israel"		
17	1960	"Italy"		
17	1961	"Italy"		
17	1962	"Italy"		
17	1963	"Italy"		
17	1964	"Italy"		
17	1965	"Italy"		
17	1966	"Italy"		
17	1967	"Italy"		
17	1968	"Italy"		
17	1969	"Italy"		
17	1970	"Italy"		
17	1971	"Italy"		
17	1972	"Italy"		
17	1973	"Italy"		
17	1974	"Italy"		
17	1975	"Italy"		
17	1976	"Italy"		
17	1977	"Italy"		
17	1978	"Italy"		
17	1979	"Italy"		
17	1980	"Italy"		
17	1981	"Italy"		
17	1982	"Italy"		
17	1983	"Italy"		
17	1984	"Italy"		
17	1985	"Italy"		
17	1986	"Italy"		
17	1987	"Italy"		
17	1988	"Italy"	7.3	1131
17	1989	"Italy"	7.3	1211
17	1990	"Italy"	7.7	1355
17	1991	"Italy"	7.9	1468
17	1992	"Italy"	8	1521
17	1993	"Italy"	7.9	1519
17	1994	"Italy"	7.6	1529
17	1995	"Italy"	7.3	1531
17	1996	"Italy"	7.4	1608
17	1997	"Italy"	7.7	1728
17	1998	"Italy"	7.7	1833
17	1999	"Italy"	7.8	1885
17	2000	"Italy"	8.1	2064
17	2001	"Italy"	8.2	2228
17	2002	"Italy"	8.3	2235
17	2003	"Italy"	8.3	2265
17	2004	"Italy"	8.7	2373
17	2005	"Italy"	8.9	2516
17	2006	"Italy"	9	2725
17	2007	"Italy"	8.7	2771
17	2008	"Italy"	9	3059
17	2009	"Italy"	9.5	3137
17	2010	"Italy"	9.6	3236
18	1960	"Japan"	3	30
18	1961	"Japan"	3.4	39
18	1962	"Japan"	3.6	45
18	1963	"Japan"	3.8	53
