id	year	cty	hexp_gdp	hexp_ppp
18	1964	"Japan"	3.5	54
18	1965	"Japan"	4.4	73
18	1966	"Japan"	4.5	85
18	1967	"Japan"	4.6	98
18	1968	"Japan"	4.6	115
18	1969	"Japan"	4.6	134
18	1970	"Japan"	4.5	140
18	1971	"Japan"	4.6	156
18	1972	"Japan"	4.7	177
18	1973	"Japan"	4.6	194
18	1974	"Japan"	5.1	227
18	1975	"Japan"	5.6	278
18	1976	"Japan"	5.6	302
18	1977	"Japan"	5.7	341
18	1978	"Japan"	5.9	394
18	1979	"Japan"	6	456
18	1980	"Japan"	6.4	541
18	1981	"Japan"	6.5	619
18	1982	"Japan"	6.7	690
18	1983	"Japan"	6.8	746
18	1984	"Japan"	6.6	780
18	1985	"Japan"	6.6	857
18	1986	"Japan"	6.6	890
18	1987	"Japan"	6.6	950
18	1988	"Japan"	6.3	1002
18	1989	"Japan"	6.1	1048
18	1990	"Japan"	5.9	1115
18	1991	"Japan"	5.9	1198
18	1992	"Japan"	6.2	1287
18	1993	"Japan"	6.5	1373
18	1994	"Japan"	6.8	1471
18	1995	"Japan"	6.9	1554
18	1996	"Japan"	7	1658
18	1997	"Japan"	7	1696
18	1998	"Japan"	7.3	1745
18	1999	"Japan"	7.5	1830
18	2000	"Japan"	7.7	1974
18	2001	"Japan"	7.9	2074
18	2002	"Japan"	8	2141
18	2003	"Japan"	8.1	2235
18	2004	"Japan"	8.1	2347
18	2005	"Japan"	8.2	2491
18	2006	"Japan"	8.2	2609
18	2007	"Japan"	8.2	2750
18	2008	"Japan"	8.5	2878
18	2009	"Japan"		
18	2010	"Japan"		
19	1960	"Korea"		
19	1961	"Korea"		
19	1962	"Korea"		
19	1963	"Korea"		
19	1964	"Korea"		
19	1965	"Korea"		
19	1966	"Korea"		
19	1967	"Korea"		
19	1968	"Korea"		
19	1969	"Korea"		
19	1970	"Korea"		
19	1971	"Korea"		
19	1972	"Korea"		
19	1973	"Korea"		
19	1974	"Korea"		
19	1975	"Korea"		
19	1976	"Korea"		
19	1977	"Korea"		
19	1978	"Korea"		
19	1979	"Korea"		
19	1980	"Korea"	3.7	89
19	1981	"Korea"	3.8	106
19	1982	"Korea"	3.8	120
19	1983	"Korea"	3.7	134
19	1984	"Korea"	3.5	144
19	1985	"Korea"	3.6	159
19	1986	"Korea"	3.4	171
19	1987	"Korea"	3.3	191
19	1988	"Korea"	3.5	230
19	1989	"Korea"	4	288
19	1990	"Korea"	4	325
19	1991	"Korea"	3.9	354
19	1992	"Korea"	4.1	403
19	1993	"Korea"	4	421
19	1994	"Korea"	3.9	458
19	1995	"Korea"	3.8	480
19	1996	"Korea"	3.9	543
19	1997	"Korea"	3.9	580
19	1998	"Korea"	4.1	567
19	1999	"Korea"	4.3	665
19	2000	"Korea"	4.5	771
19	2001	"Korea"	5.1	918
19	2002	"Korea"	4.9	966
19	2003	"Korea"	5.2	1046
19	2004	"Korea"	5.3	1136
19	2005	"Korea"	5.7	1291
19	2006	"Korea"	6	1469
19	2007	"Korea"	6.3	1651
19	2008	"Korea"	6.5	1736
19	2009	"Korea"	6.9	1879
19	2010	"Korea"	7	1980
20	1960	"Luxembourg"		
20	1961	"Luxembourg"		
20	1962	"Luxembourg"		
20	1963	"Luxembourg"		
20	1964	"Luxembourg"		
20	1965	"Luxembourg"		
20	1966	"Luxembourg"		
20	1967	"Luxembourg"		
20	1968	"Luxembourg"		
20	1969	"Luxembourg"		
20	1970	"Luxembourg"	3.1	
20	1971	"Luxembourg"	3.5	
20	1972	"Luxembourg"	3.5	
20	1973	"Luxembourg"	3.2	
20	1974	"Luxembourg"	3.2	
20	1975	"Luxembourg"	4.3	
20	1976	"Luxembourg"	4.4	
20	1977	"Luxembourg"	4.7	
20	1978	"Luxembourg"	5	
20	1979	"Luxembourg"	5	
20	1980	"Luxembourg"	5.2	
20	1981	"Luxembourg"	5.4	
20	1982	"Luxembourg"	5.3	
20	1983	"Luxembourg"	5.2	
20	1984	"Luxembourg"	5.1	
20	1985	"Luxembourg"	5.2	
20	1986	"Luxembourg"	5	
20	1987	"Luxembourg"	5.5	
20	1988	"Luxembourg"	5.3	
20	1989	"Luxembourg"	5.2	
20	1990	"Luxembourg"	5.4	
20	1991	"Luxembourg"	5.1	
20	1992	"Luxembourg"	5.4	
20	1993	"Luxembourg"	5.5	
20	1994	"Luxembourg"	5.3	
20	1995	"Luxembourg"	5.6	1906
20	1996	"Luxembourg"	5.7	1986
20	1997	"Luxembourg"	5.6	1971
20	1998	"Luxembourg"	5.7	2082
20	1999	"Luxembourg"	5.8	2384
20	2000	"Luxembourg"	7.5	3268
20	2001	"Luxembourg"	7.4	3182
20	2002	"Luxembourg"	8.3	3746
20	2003	"Luxembourg"	7.7	3632
20	2004	"Luxembourg"	8.2	4118
20	2005	"Luxembourg"	7.9	4152
20	2006	"Luxembourg"	7.7	4603
20	2007	"Luxembourg"	7.1	4494
20	2008	"Luxembourg"	6.8	4451
20	2009	"Luxembourg"	7.8	4808
20	2010	"Luxembourg"		
21	1960	"Mexico"		
21	1961	"Mexico"		
21	1962	"Mexico"		
21	1963	"Mexico"		
21	1964	"Mexico"		
21	1965	"Mexico"		
21	1966	"Mexico"		
21	1967	"Mexico"		
21	1968	"Mexico"		
21	1969	"Mexico"		
21	1970	"Mexico"		
21	1971	"Mexico"		
21	1972	"Mexico"		
21	1973	"Mexico"		
21	1974	"Mexico"		
21	1975	"Mexico"		
21	1976	"Mexico"		
21	1977	"Mexico"		
21	1978	"Mexico"		
21	1979	"Mexico"		
21	1980	"Mexico"		
21	1981	"Mexico"		
21	1982	"Mexico"		
21	1983	"Mexico"		
21	1984	"Mexico"		
21	1985	"Mexico"		
21	1986	"Mexico"		
21	1987	"Mexico"		
21	1988	"Mexico"		
21	1989	"Mexico"		
21	1990	"Mexico"	4.4	296
21	1991	"Mexico"	4.7	337
21	1992	"Mexico"	5.1	377
21	1993	"Mexico"	5.3	400
21	1994	"Mexico"	5.3	420
21	1995	"Mexico"	5.1	385
21	1996	"Mexico"	4.7	370
21	1997	"Mexico"	4.8	407
21	1998	"Mexico"	4.9	434
21	1999	"Mexico"	5.1	470
21	2000	"Mexico"	5.1	508
21	2001	"Mexico"	5.5	552
21	2002	"Mexico"	5.6	584
21	2003	"Mexico"	5.8	629
21	2004	"Mexico"	6	688
21	2005	"Mexico"	5.9	731
21	2006	"Mexico"	5.7	776
21	2007	"Mexico"	5.8	842
21	2008	"Mexico"	5.8	892
21	2009	"Mexico"	6.4	918
21	2010	"Mexico"	6.1	934
22	1960	"Netherlands"		
22	1961	"Netherlands"		
22	1962	"Netherlands"		
22	1963	"Netherlands"		
22	1964	"Netherlands"		
22	1965	"Netherlands"		
22	1966	"Netherlands"		
22	1967	"Netherlands"		
22	1968	"Netherlands"		
22	1969	"Netherlands"		
22	1970	"Netherlands"		
22	1971	"Netherlands"		
22	1972	"Netherlands"	6.9	316
22	1973	"Netherlands"	6.6	335
22	1974	"Netherlands"	6.7	385
22	1975	"Netherlands"	7	439
22	1976	"Netherlands"	6.9	474
22	1977	"Netherlands"	7	519
22	1978	"Netherlands"	7.2	576
22	1979	"Netherlands"	7.3	644
22	1980	"Netherlands"	7.4	732
22	1981	"Netherlands"	7.5	799
22	1982	"Netherlands"	7.8	866
22	1983	"Netherlands"	7.7	899
22	1984	"Netherlands"	7.4	921
22	1985	"Netherlands"	7.3	960
22	1986	"Netherlands"	7.4	1021
22	1987	"Netherlands"	7.6	1085
22	1988	"Netherlands"	7.6	1161
22	1989	"Netherlands"	7.9	1298
22	1990	"Netherlands"	8	1412
22	1991	"Netherlands"	8.2	1514
22	1992	"Netherlands"	8.4	1602
22	1993	"Netherlands"	8.5	1669
22	1994	"Netherlands"	8.3	1714
22	1995	"Netherlands"	8.3	1795
22	1996	"Netherlands"	8.2	1859
22	1997	"Netherlands"	7.9	1915
22	1998	"Netherlands"	8.1	2054
22	1999	"Netherlands"	8.1	2178
22	2000	"Netherlands"	8	2340
22	2001	"Netherlands"	8.3	2555
22	2002	"Netherlands"	8.9	2833
22	2003	"Netherlands"	9.8	3097
22	2004	"Netherlands"	10	3309
22	2005	"Netherlands"	9.8	3450
22	2006	"Netherlands"	9.7	3613
22	2007	"Netherlands"	9.7	3944
22	2008	"Netherlands"	9.9	4241
22	2009	"Netherlands"	12	4914
22	2010	"Netherlands"		
23	1960	"New Zealand"		
23	1961	"New Zealand"		
23	1962	"New Zealand"		
23	1963	"New Zealand"		
23	1964	"New Zealand"		
23	1965	"New Zealand"		
23	1966	"New Zealand"		
23	1967	"New Zealand"		
23	1968	"New Zealand"		
23	1969	"New Zealand"		
23	1970	"New Zealand"	5.2	214
23	1971	"New Zealand"	5.2	226
23	1972	"New Zealand"	5.2	245
23	1973	"New Zealand"	5.4	285
23	1974	"New Zealand"	6.1	360
23	1975	"New Zealand"	6.6	416
23	1976	"New Zealand"	6.1	406
23	1977	"New Zealand"	6.4	433
23	1978	"New Zealand"	6.9	493
23	1979	"New Zealand"	6.4	496
23	1980	"New Zealand"	5.8	498
23	1981	"New Zealand"	5.8	553
23	1982	"New Zealand"	5.9	624
23	1983	"New Zealand"	5.8	642
23	1984	"New Zealand"	5.5	657
23	1985	"New Zealand"	5	624
23	1986	"New Zealand"	5.1	663
23	1987	"New Zealand"	5.7	763
23	1988	"New Zealand"	6.3	850
23	1989	"New Zealand"	6.4	905
23	1990	"New Zealand"	6.8	983
23	1991	"New Zealand"	7.3	1043
23	1992	"New Zealand"	7.4	1095
23	1993	"New Zealand"	7.1	1114
23	1994	"New Zealand"	7.1	1190
23	1995	"New Zealand"	7.1	1245
23	1996	"New Zealand"	7	1269
23	1997	"New Zealand"	7.2	1352
23	1998	"New Zealand"	7.7	1451
23	1999	"New Zealand"	7.5	1522
23	2000	"New Zealand"	7.6	1607
23	2001	"New Zealand"	7.7	1709
23	2002	"New Zealand"	8	1841
23	2003	"New Zealand"	7.9	1850
23	2004	"New Zealand"	8.3	2044
23	2005	"New Zealand"	8.7	2197
23	2006	"New Zealand"	9.1	2467
23	2007	"New Zealand"	8.8	2525
23	2008	"New Zealand"	9.6	2784
23	2009	"New Zealand"	10.3	2983
23	2010	"New Zealand"		
24	1960	"Norway"	2.9	49
24	1961	"Norway"	3	55
24	1962	"Norway"	3.2	62
24	1963	"Norway"	3.4	68
24	1964	"Norway"	3.5	73
24	1965	"Norway"	3.4	78
24	1966	"Norway"	3.6	88
24	1967	"Norway"	3.7	96
24	1968	"Norway"	3.8	107
24	1969	"Norway"	4	123
24	1970	"Norway"	4.4	143
24	1971	"Norway"	4.7	167
24	1972	"Norway"	5.1	201
24	1973	"Norway"	5.3	227
24	1974	"Norway"	5.4	258
24	1975	"Norway"	5.9	322
24	1976	"Norway"	6	368
24	1977	"Norway"	6.2	420
24	1978	"Norway"	6.8	507
24	1979	"Norway"	6.2	521
24	1980	"Norway"	7	665
24	1981	"Norway"	6.7	708
24	1982	"Norway"	6.8	762
24	1983	"Norway"	7	844
24	1984	"Norway"	6.7	881
24	1985	"Norway"	6.6	939
24	1986	"Norway"	7	1068
24	1987	"Norway"	7.5	1190
24	1988	"Norway"	7.7	1253
24	1989	"Norway"	7.5	1279
24	1990	"Norway"	7.6	1366
24	1991	"Norway"	8	1520
24	1992	"Norway"	8.1	1620
24	1993	"Norway"	7.9	1661
24	1994	"Norway"	7.9	1750
24	1995	"Norway"	7.9	1858
24	1996	"Norway"	7.8	2038
24	1997	"Norway"	8.4	2349
24	1998	"Norway"	9.3	2537
24	1999	"Norway"	9.3	2780
24	2000	"Norway"	8.4	3043
24	2001	"Norway"	8.8	3265
24	2002	"Norway"	9.8	3628
24	2003	"Norway"	10	3835
24	2004	"Norway"	9.7	4078
24	2005	"Norway"	9.1	4301
24	2006	"Norway"	8.6	4507
24	2007	"Norway"	8.9	4885
24	2008	"Norway"	8.6	5230
24	2009	"Norway"	9.6	5352
24	2010	"Norway"		
25	1960	"Poland"		
25	1961	"Poland"		
25	1962	"Poland"		
25	1963	"Poland"		
25	1964	"Poland"		
25	1965	"Poland"		
25	1966	"Poland"		
25	1967	"Poland"		
25	1968	"Poland"		
25	1969	"Poland"		
25	1970	"Poland"		
25	1971	"Poland"		
25	1972	"Poland"		
25	1973	"Poland"		
25	1974	"Poland"		
25	1975	"Poland"		
25	1976	"Poland"		
25	1977	"Poland"		
25	1978	"Poland"		
25	1979	"Poland"		
25	1980	"Poland"		
25	1981	"Poland"		
25	1982	"Poland"		
25	1983	"Poland"		
25	1984	"Poland"		
25	1985	"Poland"		
25	1986	"Poland"		
25	1987	"Poland"		
25	1988	"Poland"		
25	1989	"Poland"		
25	1990	"Poland"	4.8	289
25	1991	"Poland"	6	345
25	1992	"Poland"	6.1	365
25	1993	"Poland"	5.8	371
25	1994	"Poland"	5.5	374
25	1995	"Poland"	5.5	410
25	1996	"Poland"	5.9	477
25	1997	"Poland"	5.6	497
25	1998	"Poland"	5.9	559
25	1999	"Poland"	5.7	573
25	2000	"Poland"	5.5	583
25	2001	"Poland"	5.9	642
25	2002	"Poland"	6.3	733
25	2003	"Poland"	6.2	748
25	2004	"Poland"	6.2	807
25	2005	"Poland"	6.2	857
25	2006	"Poland"	6.2	934
25	2007	"Poland"	6.4	1078
25	2008	"Poland"	7	1265
25	2009	"Poland"	7.4	1394
25	2010	"Poland"		
26	1960	"Portugal"		
26	1961	"Portugal"		
26	1962	"Portugal"		
26	1963	"Portugal"		
26	1964	"Portugal"		
26	1965	"Portugal"		
26	1966	"Portugal"		
26	1967	"Portugal"		
26	1968	"Portugal"		
26	1969	"Portugal"		
26	1970	"Portugal"	2.4	47
26	1971	"Portugal"	2.5	55
26	1972	"Portugal"	3.2	78
26	1973	"Portugal"	3.4	99
26	1974	"Portugal"	3.6	114
26	1975	"Portugal"	5	158
26	1976	"Portugal"	4.8	167
26	1977	"Portugal"	4.3	169
26	1978	"Portugal"	4.5	191
26	1979	"Portugal"	4.4	210
26	1980	"Portugal"	5.1	277
26	1981	"Portugal"	5.5	325
26	1982	"Portugal"	5.4	348
26	1983	"Portugal"	5.1	339
26	1984	"Portugal"	5.2	349
26	1985	"Portugal"	5.6	395
26	1986	"Portugal"	6.2	465
26	1987	"Portugal"	6	493
26	1988	"Portugal"	6.2	570
26	1989	"Portugal"	5.7	581
26	1990	"Portugal"	5.7	628
26	1991	"Portugal"	6.2	744
26	1992	"Portugal"	6.4	793
26	1993	"Portugal"	6.7	828
26	1994	"Portugal"	6.7	856
26	1995	"Portugal"	7.5	1014
26	1996	"Portugal"	7.8	1093
26	1997	"Portugal"	7.8	1161
26	1998	"Portugal"	7.7	1210
26	1999	"Portugal"	8	1329
26	2000	"Portugal"	9.3	1654
26	2001	"Portugal"	9.3	1714
26	2002	"Portugal"	9.3	1780
26	2003	"Portugal"	9.8	1894
26	2004	"Portugal"	10.1	1996
26	2005	"Portugal"	10.4	2212
26	2006	"Portugal"	10.1	2303
26	2007	"Portugal"	10	2419
26	2008	"Portugal"	10.1	2508
26	2009	"Portugal"		
26	2010	"Portugal"		
27	1960	"Slovak Republic"		
27	1961	"Slovak Republic"		
27	1962	"Slovak Republic"		
27	1963	"Slovak Republic"		
27	1964	"Slovak Republic"		
27	1965	"Slovak Republic"		
27	1966	"Slovak Republic"		
27	1967	"Slovak Republic"		
27	1968	"Slovak Republic"		
27	1969	"Slovak Republic"		
27	1970	"Slovak Republic"		
27	1971	"Slovak Republic"		
27	1972	"Slovak Republic"		
27	1973	"Slovak Republic"		
27	1974	"Slovak Republic"		
27	1975	"Slovak Republic"		
27	1976	"Slovak Republic"		
27	1977	"Slovak Republic"		
27	1978	"Slovak Republic"		
27	1979	"Slovak Republic"		
27	1980	"Slovak Republic"		
27	1981	"Slovak Republic"		
27	1982	"Slovak Republic"		
27	1983	"Slovak Republic"		
27	1984	"Slovak Republic"		
27	1985	"Slovak Republic"		
27	1986	"Slovak Republic"		
27	1987	"Slovak Republic"		
27	1988	"Slovak Republic"		
27	1989	"Slovak Republic"		
27	1990	"Slovak Republic"		
27	1991	"Slovak Republic"		
27	1992	"Slovak Republic"		
27	1993	"Slovak Republic"		
27	1994	"Slovak Republic"		
27	1995	"Slovak Republic"		
27	1996	"Slovak Republic"		
27	1997	"Slovak Republic"	5.8	564
27	1998	"Slovak Republic"	5.7	584
27	1999	"Slovak Republic"	5.8	599
27	2000	"Slovak Republic"	5.5	604
27	2001	"Slovak Republic"	5.5	664
27	2002	"Slovak Republic"	5.6	730
27	2003	"Slovak Republic"	5.8	791
27	2004	"Slovak Republic"	7.2	1057
27	2005	"Slovak Republic"	7	1139
27	2006	"Slovak Republic"	7.3	1350
27	2007	"Slovak Republic"	7.7	1619
27	2008	"Slovak Republic"	8	1859
27	2009	"Slovak Republic"	9.1	2084
27	2010	"Slovak Republic"		
28	1960	"Slovenia"		
28	1961	"Slovenia"		
28	1962	"Slovenia"		
28	1963	"Slovenia"		
28	1964	"Slovenia"		
28	1965	"Slovenia"		
28	1966	"Slovenia"		
28	1967	"Slovenia"		
28	1968	"Slovenia"		
28	1969	"Slovenia"		
28	1970	"Slovenia"		
28	1971	"Slovenia"		
28	1972	"Slovenia"		
28	1973	"Slovenia"		
28	1974	"Slovenia"		
28	1975	"Slovenia"		
28	1976	"Slovenia"		
28	1977	"Slovenia"		
28	1978	"Slovenia"		
28	1979	"Slovenia"		
28	1980	"Slovenia"		
28	1981	"Slovenia"		
28	1982	"Slovenia"		
28	1983	"Slovenia"		
28	1984	"Slovenia"		
28	1985	"Slovenia"		
28	1986	"Slovenia"		
28	1987	"Slovenia"		
28	1988	"Slovenia"		
28	1989	"Slovenia"		
28	1990	"Slovenia"		
28	1991	"Slovenia"		
28	1992	"Slovenia"		
28	1993	"Slovenia"		
28	1994	"Slovenia"		
28	1995	"Slovenia"	7.5	982
28	1996	"Slovenia"	7.7	1065
28	1997	"Slovenia"	7.8	1157
28	1998	"Slovenia"	7.9	1227
28	1999	"Slovenia"	7.9	1304
28	2000	"Slovenia"	8.3	1453
28	2001	"Slovenia"	8.6	1583
28	2002	"Slovenia"	8.6	1706
28	2003	"Slovenia"	8.6	1768
28	2004	"Slovenia"	8.4	1857
28	2005	"Slovenia"	8.4	1974
28	2006	"Slovenia"	8.3	2106
28	2007	"Slovenia"	7.8	2129
28	2008	"Slovenia"	8.4	2451
28	2009	"Slovenia"	9.3	2579
28	2010	"Slovenia"		
29	1960	"Spain"	1.5	16
29	1961	"Spain"	1.6	19
29	1962	"Spain"	1.8	23
29	1963	"Spain"	1.9	27
29	1964	"Spain"	2.2	35
29	1965	"Spain"	2.5	42
29	1966	"Spain"	2.7	50
29	1967	"Spain"	2.9	57
29	1968	"Spain"	3	64
29	1969	"Spain"	3.3	80
29	1970	"Spain"	3.5	95
29	1971	"Spain"	4	116
29	1972	"Spain"	4.2	136
29	1973	"Spain"	4	149
29	1974	"Spain"	4.4	184
29	1975	"Spain"	4.6	211
29	1976	"Spain"	5	249
29	1977	"Spain"	5.3	282
29	1978	"Spain"	5.3	302
29	1979	"Spain"	5.2	320
29	1980	"Spain"	5.3	362
29	1981	"Spain"	5.5	404
29	1982	"Spain"	5.6	442
29	1983	"Spain"	5.7	473
29	1984	"Spain"	5.5	481
29	1985	"Spain"	5.4	494
29	1986	"Spain"	5.3	515
29	1987	"Spain"	5.4	567
29	1988	"Spain"	6	682
29	1989	"Spain"	6.2	763
29	1990	"Spain"	6.5	870
29	1991	"Spain"	6.7	950
29	1992	"Spain"	7.1	1028
29	1993	"Spain"	7.4	1083
29	1994	"Spain"	7.3	1111
29	1995	"Spain"	7.4	1190
29	1996	"Spain"	7.5	1247
29	1997	"Spain"	7.3	1298
29	1998	"Spain"	7.3	1383
29	1999	"Spain"	7.3	1450
29	2000	"Spain"	7.2	1537
29	2001	"Spain"	7.2	1635
29	2002	"Spain"	7.3	1745
29	2003	"Spain"	8.2	2023
29	2004	"Spain"	8.2	2131
29	2005	"Spain"	8.3	2269
29	2006	"Spain"	8.4	2536
29	2007	"Spain"	8.5	2735
29	2008	"Spain"	9	2971
29	2009	"Spain"	9.5	3067
29	2010	"Spain"		
30	1960	"Sweden"		
30	1961	"Sweden"		
30	1962	"Sweden"		
30	1963	"Sweden"		
30	1964	"Sweden"		
30	1965	"Sweden"		
30	1966	"Sweden"		
30	1967	"Sweden"		
30	1968	"Sweden"		
30	1969	"Sweden"		
30	1970	"Sweden"	6.8	311
30	1971	"Sweden"	7.1	344
30	1972	"Sweden"	7.2	366
30	1973	"Sweden"	7	393
30	1974	"Sweden"	7.2	453
30	1975	"Sweden"	7.5	529
30	1976	"Sweden"	7.8	586
30	1977	"Sweden"	8.6	676
30	1978	"Sweden"	8.7	740
30	1979	"Sweden"	8.6	817
30	1980	"Sweden"	8.9	942
30	1981	"Sweden"	9.1	1044
30	1982	"Sweden"	9.2	1134
30	1983	"Sweden"	9.1	1186
30	1984	"Sweden"	8.9	1253
30	1985	"Sweden"	8.5	1267
30	1986	"Sweden"	8.3	1288
30	1987	"Sweden"	8.3	1370
30	1988	"Sweden"	8.2	1433
30	1989	"Sweden"	8.2	1522
30	1990	"Sweden"	8.2	1592
30	1991	"Sweden"	8	1577
30	1992	"Sweden"	8.2	1619
30	1993	"Sweden"	8.4	1657
30	1994	"Sweden"	8	1662
30	1995	"Sweden"	8	1741
30	1996	"Sweden"	8.2	1858
30	1997	"Sweden"	8	1885
30	1998	"Sweden"	8.1	1982
30	1999	"Sweden"	8.2	2129
30	2000	"Sweden"	8.2	2286
30	2001	"Sweden"	8.9	2501
30	2002	"Sweden"	9.2	2702
30	2003	"Sweden"	9.3	2832
30	2004	"Sweden"	9.1	2954
30	2005	"Sweden"	9.1	2963
30	2006	"Sweden"	8.9	3193
30	2007	"Sweden"	8.9	3432
30	2008	"Sweden"	9.2	3644
30	2009	"Sweden"	10	3722
30	2010	"Sweden"		
31	1960	"Switzerland"	4.9	166
31	1961	"Switzerland"	4.6	167
31	1962	"Switzerland"	4.5	171
31	1963	"Switzerland"	4.4	175
31	1964	"Switzerland"	4.4	184
31	1965	"Switzerland"	4.6	199
31	1966	"Switzerland"	5	228
31	1967	"Switzerland"	5.3	252
31	1968	"Switzerland"	5.4	277
31	1969	"Switzerland"	5.5	312
31	1970	"Switzerland"	5.5	344
31	1971	"Switzerland"	5.7	391
31	1972	"Switzerland"	5.7	415
31	1973	"Switzerland"	5.8	454
31	1974	"Switzerland"	6.1	534
31	1975	"Switzerland"	7	618
31	1976	"Switzerland"	7.3	671
31	1977	"Switzerland"	7.2	733
31	1978	"Switzerland"	7.3	789
31	1979	"Switzerland"	7.4	886
31	1980	"Switzerland"	7.4	1013
31	1981	"Switzerland"	7.5	1130
31	1982	"Switzerland"	7.6	1208
31	1983	"Switzerland"	8	1322
31	1984	"Switzerland"	7.8	1366
31	1985	"Switzerland"	7.8	1453
31	1986	"Switzerland"	8	1543
31	1987	"Switzerland"	8.2	1649
31	1988	"Switzerland"	8.2	1763
31	1989	"Switzerland"	8.3	1910
31	1990	"Switzerland"	8.2	2028
31	1991	"Switzerland"	8.9	2222
31	1992	"Switzerland"	9.3	2355
31	1993	"Switzerland"	9.4	2403
31	1994	"Switzerland"	9.4	2484
31	1995	"Switzerland"	9.6	2563
31	1996	"Switzerland"	9.9	2730
31	1997	"Switzerland"	10	2844
31	1998	"Switzerland"	10.1	2981
31	1999	"Switzerland"	10.2	3073
31	2000	"Switzerland"	10.2	3221
31	2001	"Switzerland"	10.6	3428
31	2002	"Switzerland"	10.9	3673
31	2003	"Switzerland"	11.3	3777
31	2004	"Switzerland"	11.3	3936
31	2005	"Switzerland"	11.2	4015
31	2006	"Switzerland"	10.8	4150
31	2007	"Switzerland"	10.6	4469
31	2008	"Switzerland"	10.7	4930
31	2009	"Switzerland"	11.4	5144
31	2010	"Switzerland"	11.6	5344
32	1960	"Turkey"		
32	1961	"Turkey"		
32	1962	"Turkey"		
32	1963	"Turkey"		
32	1964	"Turkey"		
32	1965	"Turkey"		
32	1966	"Turkey"		
32	1967	"Turkey"		
32	1968	"Turkey"		
32	1969	"Turkey"		
32	1970	"Turkey"		
32	1971	"Turkey"		
32	1972	"Turkey"		
32	1973	"Turkey"		
32	1974	"Turkey"		
32	1975	"Turkey"	2.2	44
32	1976	"Turkey"	1.7	40
32	1977	"Turkey"	2	50
32	1978	"Turkey"	2.3	60
32	1979	"Turkey"	2.3	65
32	1980	"Turkey"	2.4	70
32	1981	"Turkey"	2.6	85
32	1982	"Turkey"	2.2	76
32	1983	"Turkey"	2.2	83
32	1984	"Turkey"	2.2	86
32	1985	"Turkey"	1.6	68
32	1986	"Turkey"	2	90
32	1987	"Turkey"	2.1	103
32	1988	"Turkey"	2.3	116
32	1989	"Turkey"	2.5	129
32	1990	"Turkey"	2.7	155
32	1991	"Turkey"	2.9	168
32	1992	"Turkey"	2.8	176
32	1993	"Turkey"	2.8	187
32	1994	"Turkey"	2.7	172
32	1995	"Turkey"	2.5	173
32	1996	"Turkey"	2.9	215
32	1997	"Turkey"	3.1	250
32	1998	"Turkey"	3.6	295
32	1999	"Turkey"	4.8	372
32	2000	"Turkey"	4.9	433
32	2001	"Turkey"	5.2	423
32	2002	"Turkey"	5.4	442
32	2003	"Turkey"	5.3	447
32	2004	"Turkey"	5.4	520
32	2005	"Turkey"	5.4	591
32	2006	"Turkey"	5.8	712
32	2007	"Turkey"	6	798
32	2008	"Turkey"	6.1	902
32	2009	"Turkey"		
32	2010	"Turkey"		
33	1960	"United Kingdom"	3.9	84
33	1961	"United Kingdom"	4	88
33	1962	"United Kingdom"	4	91
33	1963	"United Kingdom"	4.1	98
33	1964	"United Kingdom"	4.1	104
33	1965	"United Kingdom"	4.1	110
33	1966	"United Kingdom"	4.3	119
33	1967	"United Kingdom"	4.4	130
33	1968	"United Kingdom"	4.5	142
33	1969	"United Kingdom"	4.4	148
33	1970	"United Kingdom"	4.5	159
33	1971	"United Kingdom"	4.5	172
33	1972	"United Kingdom"	4.6	189
33	1973	"United Kingdom"	4.6	212
33	1974	"United Kingdom"	5.2	258
33	1975	"United Kingdom"	5.4	292
33	1976	"United Kingdom"	5.4	317
33	1977	"United Kingdom"	5.3	337
33	1978	"United Kingdom"	5.3	371
33	1979	"United Kingdom"	5.2	408
33	1980	"United Kingdom"	5.6	466
33	1981	"United Kingdom"	5.9	529
33	1982	"United Kingdom"	5.7	560
33	1983	"United Kingdom"	5.9	625
33	1984	"United Kingdom"	5.9	657
33	1985	"United Kingdom"	5.8	689
33	1986	"United Kingdom"	5.8	732
33	1987	"United Kingdom"	5.9	798
33	1988	"United Kingdom"	5.8	854
33	1989	"United Kingdom"	5.8	910
33	1990	"United Kingdom"	5.9	960
33	1991	"United Kingdom"	6.3	1049
33	1992	"United Kingdom"	6.8	1153
33	1993	"United Kingdom"	6.8	1206
33	1994	"United Kingdom"	6.9	1295
33	1995	"United Kingdom"	6.8	1346
33	1996	"United Kingdom"	6.8	1433
33	1997	"United Kingdom"	6.6	1481
33	1998	"United Kingdom"	6.7	1551
33	1999	"United Kingdom"	6.9	1671
33	2000	"United Kingdom"	7	1828
33	2001	"United Kingdom"	7.2	1996
33	2002	"United Kingdom"	7.6	2184
33	2003	"United Kingdom"	7.8	2317
33	2004	"United Kingdom"	8	2540
33	2005	"United Kingdom"	8.2	2735
33	2006	"United Kingdom"	8.5	3006
33	2007	"United Kingdom"	8.4	3051
33	2008	"United Kingdom"	8.8	3281
33	2009	"United Kingdom"	9.8	3487
33	2010	"United Kingdom"		
34	1960	"United States"	5.1	148
34	1961	"United States"	5.3	154
34	1962	"United States"	5.3	165
34	1963	"United States"	5.5	177
34	1964	"United States"	5.7	194
34	1965	"United States"	5.7	208
34	1966	"United States"	5.7	227
34	1967	"United States"	6.1	251
